Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,No of Beds
"$2,750","1608 W Sherwin Ave, Unit 503",,1.0,700 Sq Ft,,2
,"2341 W Montana St, Unit 001RA",,,,,
"$3,295","710 S Wells St, Unit 1611",,2.0,"1,200 Sq Ft",,2
,"744 N Clark St, Unit 2305",,,,,
"$2,900","2522 N Milwaukee Ave, Unit 1 Bed",,2.0,"1,050 Sq Ft",,2
,"195 N Harbor Dr, Unit 3104",,,,,
"$2,750",,,2.0,"1,010 Sq Ft",,2
,,,,,,
"$2,150",,,1.0,"1,200 Sq Ft",,2
,,,,,,
"$2,150",,,1.0,"1,100 Sq Ft",,1
,,,,,,
"$3,200",,,2.0,"1,450 Sq Ft",,3
,,,,,,
"$1,800",,,2.0,"1,200 Sq Ft",,2
,,,,,,
"$1,300",,,1.0,475 Sq Ft,,Studio
,,,,,,
"$2,200",,,1.0,"2,000 Sq Ft",,3
,,,,,,
"$3,078",,,2.0,"1,000 Sq Ft",,2
,,,,,,
"$2,105",,,1.0,757 Sq Ft,,1
,,,,,,
"$2,760",,,1.0,"1,300 Sq Ft",,1
,,,,,,
"$3,100",,,2.0,,,2
,,,,,,
"$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",,1.0,"1,600 Sq Ft",,2
,"4451 North Tripp Avenue, Chicago, IL 60630, USA",,,,,
"$5,000","3918 N Kedvale Ave, Unit 02N",,3.0,"3,005 Sq Ft",,4
,"4034 N Ashland Ave, Unit CL#4034-W2",,,,,
"$1,850","724 W Roscoe St, Unit 726-SG",,1.0,600 Sq Ft,,2
,"1324 W 19th St, Unit 02R",,,,,
"$1,525","2906 N Mildred Ave, Chicago, IL 60657, USA",,1.0,"1,185 Sq Ft",,1
,"4515 North Christiana Avenue, Chicago, IL 60625, USA",,,,,
"$2,295","3734-3738 West Lawrence Avenue, Chicago, IL 60625, USA",,1.0,"1,000 Sq Ft",,1
,"745 N Noble St, Unit 2R",,,,,
"$1,500","2047 N Hoyne Ave, Unit 1S",,1.0,940 Sq Ft,,1
,"1425 N Dearborn St, Unit 00C1",,,,,
"$1,925","1160 W Grand Ave, Unit 2R",,1.0,800 Sq Ft,,1
,"3421 W Mc Lean Ave, Unit 1",,,,,
"$2,400","1213 W Erie St, Unit CH",,1.0,800 Sq Ft,,3
,"7427 N Clark St, Unit 3",,,,,
"$1,500","Chicago, IL",,1.0,900 Sq Ft,,2
,1501 West Fullerton Avenue,,,,,
"$1,500","Concord City Centre, 208 West Washington Street, Chicago, IL 60606, USA",,1.0,"1,100 Sq Ft",,1
,"445 W Wellington Ave, Unit 1E",,,,,
"$2,650","429 W Belden Ave, Unit cl#GDNS",,1.0,"1,000 Sq Ft",,2
,"606 East Woodland Park, Chicago, IL 60616, USA",,,,,
"$2,095",,,1.0,614 Sq Ft,,1
,,,,,,
"$1,890",,,1.0,"1,100 Sq Ft",,1
,,,,,,
"$1,995",,,1.0,1 Sq Ft,,2
,,,,,,
"$3,495",,,3.0,"1,039 Sq Ft",,2
,,,,,,
"$2,300",,,1.0,,,3
,,,,,,
"$2,760",,,1.0,,,1
,,,,,,
"$2,500",,,1.0,,,2
,,,,,,
"$2,800",,,2.0,,,2
,,,,,,
"$1,995",,,1.0,,,1
,,,,,,
"$1,895",,,1.0,,,1
,,,,,,
"$2,245",,,2.0,,,2
,,,,,,
"$2,350","656 W Wrightwood Ave, Chicago, IL 60614, USA",,1.0,600 Sq Ft,,1
,"445 W Barry Ave, Chicago, IL 60657, USA",,,,,
"$3,050","2219 N Clybourn Ave, Unit 502",,2.0,950 Sq Ft,,3
,"11146 S Vernon Ave, Unit 1",,,,,
"$3,600","490 North Kingsbury Street, Unit 1307",,2.0,"1,200 Sq Ft",,2
,"5860 N Kenmore Ave, Unit 302",,,,,
"$1,700","1553 N Wells St, Unit 501",,1.0,"1,500 Sq Ft",,3
,"4637 N Ashland Ave, Unit 00103I",,,,,
"$3,589","536 W Arlington Pl, Chicago, IL 60614, USA",,2.0,"1,350 Sq Ft",,2
,"Running Away Multisport, 2217-2219 North Clybourn Avenue, Chicago, IL 60614, USA",,,,,
"$1,550","1440 South Wabash Avenue, Chicago, IL 60605, USA",,1.0,520 Sq Ft,,1
,"3000 80th Avenue, River Grove, Leyden Township, IL 60171, USA",,,,,
"$4,150","3320 W Altgeld St, Unit 1F",,2.0,"1,115 Sq Ft",,2
,"124 W Polk St, Unit 00205",,,,,
"$4,995","3326 W North Ave, Unit 3",,2.5,"1,900 Sq Ft",,3
,"6621 N Northwest Hwy, Unit 1N",,,,,
"$2,750","1608 W Sherwin Ave, Unit 503",,1.0,700 Sq Ft,,2
,"2341 W Montana St, Unit 001RA",,,,,
"$3,295","710 S Wells St, Unit 1611",,2.0,"1,200 Sq Ft",,2
,"744 N Clark St, Unit 2305",,,,,
"$2,900","2522 N Milwaukee Ave, Unit 1 Bed",,2.0,"1,050 Sq Ft",,2
,"195 N Harbor Dr, Unit 3104",,,,,
"$2,750",,,2.0,"1,010 Sq Ft",,2
,,,,,,
"$2,150",,,1.0,"1,200 Sq Ft",,2
,,,,,,
"$2,150",,,1.0,"1,100 Sq Ft",,1
,,,,,,
"$3,200",,,2.0,"1,450 Sq Ft",,3
,,,,,,
"$1,800",,,2.0,"1,200 Sq Ft",,2
,,,,,,
"$1,300",,,1.0,475 Sq Ft,,Studio
,,,,,,
"$2,200",,,1.0,"2,000 Sq Ft",,3
,,,,,,
"$3,078",,,2.0,"1,000 Sq Ft",,2
,,,,,,
"$2,105",,,1.0,757 Sq Ft,,1
,,,,,,
"$2,760",,,1.0,"1,300 Sq Ft",,1
,,,,,,
"$3,100",,,2.0,,,2
,,,,,,
"$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",,1.0,"1,600 Sq Ft",,2
,"4451 North Tripp Avenue, Chicago, IL 60630, USA",,,,,
"$5,000","3918 N Kedvale Ave, Unit 02N",,3.0,"3,005 Sq Ft",,4
,"4034 N Ashland Ave, Unit CL#4034-W2",,,,,
"$1,850","724 W Roscoe St, Unit 726-SG",,1.0,600 Sq Ft,,2
,"1324 W 19th St, Unit 02R",,,,,
"$1,525","2906 N Mildred Ave, Chicago, IL 60657, USA",,1.0,"1,185 Sq Ft",,1
,"4515 North Christiana Avenue, Chicago, IL 60625, USA",,,,,
"$2,295","3734-3738 West Lawrence Avenue, Chicago, IL 60625, USA",,1.0,"1,000 Sq Ft",,1
,"745 N Noble St, Unit 2R",,,,,
"$1,500","2047 N Hoyne Ave, Unit 1S",,1.0,940 Sq Ft,,1
,"1425 N Dearborn St, Unit 00C1",,,,,
"$1,925","1160 W Grand Ave, Unit 2R",,1.0,800 Sq Ft,,1
,"3421 W Mc Lean Ave, Unit 1",,,,,
"$2,400","1213 W Erie St, Unit CH",,1.0,800 Sq Ft,,3
,"7427 N Clark St, Unit 3",,,,,
"$1,500","Chicago, IL",,1.0,900 Sq Ft,,2
,1501 West Fullerton Avenue,,,,,
"$1,500","Concord City Centre, 208 West Washington Street, Chicago, IL 60606, USA",,1.0,"1,100 Sq Ft",,1
,"445 W Wellington Ave, Unit 1E",,,,,
"$2,650","429 W Belden Ave, Unit cl#GDNS",,1.0,"1,000 Sq Ft",,2
,"606 East Woodland Park, Chicago, IL 60616, USA",,,,,
"$2,095",,,1.0,614 Sq Ft,,1
,,,,,,
"$1,890",,,1.0,"1,100 Sq Ft",,1
,,,,,,
"$1,995",,,1.0,1 Sq Ft,,2
,,,,,,
"$3,495",,,3.0,"1,039 Sq Ft",,2
,,,,,,
"$2,300",,,1.0,,,3
,,,,,,
"$2,760",,,1.0,,,1
,,,,,,
"$2,500",,,1.0,,,2
,,,,,,
"$2,800",,,2.0,,,2
,,,,,,
"$1,995",,,1.0,,,1
,,,,,,
"$1,895",,,1.0,,,1
,,,,,,
"$2,245",,,2.0,,,2
,,,,,,
"$2,350","656 W Wrightwood Ave, Chicago, IL 60614, USA",,1.0,600 Sq Ft,,1
,"445 W Barry Ave, Chicago, IL 60657, USA",,,,,
"$3,050","2219 N Clybourn Ave, Unit 502",,2.0,950 Sq Ft,,3
,"11146 S Vernon Ave, Unit 1",,,,,
"$3,600","490 North Kingsbury Street, Unit 1307",,2.0,"1,200 Sq Ft",,2
,"5860 N Kenmore Ave, Unit 302",,,,,
"$1,700","1553 N Wells St, Unit 501",,1.0,"1,500 Sq Ft",,3
,"4637 N Ashland Ave, Unit 00103I",,,,,
"$3,589","536 W Arlington Pl, Chicago, IL 60614, USA",,2.0,"1,350 Sq Ft",,2
,"Running Away Multisport, 2217-2219 North Clybourn Avenue, Chicago, IL 60614, USA",,,,,
"$1,550","1440 South Wabash Avenue, Chicago, IL 60605, USA",,1.0,520 Sq Ft,,1
,"3000 80th Avenue, River Grove, Leyden Township, IL 60171, USA",,,,,
"$4,150","3320 W Altgeld St, Unit 1F",,2.0,"1,115 Sq Ft",,2
,"124 W Polk St, Unit 00205",,,,,
"$4,995","3326 W North Ave, Unit 3",,2.5,"1,900 Sq Ft",,3
,"6621 N Northwest Hwy, Unit 1N",,,,,
"$2,750","1608 W Sherwin Ave, Unit 503",,1.0,700 Sq Ft,,2
,"2341 W Montana St, Unit 001RA",,,,,
"$3,295","710 S Wells St, Unit 1611",,2.0,"1,200 Sq Ft",,2
,"744 N Clark St, Unit 2305",,,,,
"$2,900","2522 N Milwaukee Ave, Unit 1 Bed",,2.0,"1,050 Sq Ft",,2
,"195 N Harbor Dr, Unit 3104",,,,,
"$2,750",,,2.0,"1,010 Sq Ft",,2
,,,,,,
"$2,150",,,1.0,"1,200 Sq Ft",,2
,,,,,,
"$2,150",,,1.0,"1,100 Sq Ft",,1
,,,,,,
"$3,200",,,2.0,"1,450 Sq Ft",,3
,,,,,,
"$1,800",,,2.0,"1,200 Sq Ft",,2
,,,,,,
"$1,300",,,1.0,475 Sq Ft,,Studio
,,,,,,
"$2,200",,,1.0,"2,000 Sq Ft",,3
,,,,,,
"$3,078",,,2.0,"1,000 Sq Ft",,2
,,,,,,
"$2,105",,,1.0,757 Sq Ft,,1
,,,,,,
"$2,760",,,1.0,"1,300 Sq Ft",,1
,,,,,,
"$3,100",,,2.0,,,2
,,,,,,
"$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",,1.0,"1,600 Sq Ft",,2
,"4451 North Tripp Avenue, Chicago, IL 60630, USA",,,,,
"$5,000","3918 N Kedvale Ave, Unit 02N",,3.0,"3,005 Sq Ft",,4
,"4034 N Ashland Ave, Unit CL#4034-W2",,,,,
"$1,850","724 W Roscoe St, Unit 726-SG",,1.0,600 Sq Ft,,2
,"1324 W 19th St, Unit 02R",,,,,
"$1,525","2906 N Mildred Ave, Chicago, IL 60657, USA",,1.0,"1,185 Sq Ft",,1
,"4515 North Christiana Avenue, Chicago, IL 60625, USA",,,,,
"$2,295","3734-3738 West Lawrence Avenue, Chicago, IL 60625, USA",,1.0,"1,000 Sq Ft",,1
,"745 N Noble St, Unit 2R",,,,,
"$1,500","2047 N Hoyne Ave, Unit 1S",,1.0,940 Sq Ft,,1
,"1425 N Dearborn St, Unit 00C1",,,,,
"$1,925","1160 W Grand Ave, Unit 2R",,1.0,800 Sq Ft,,1
,"3421 W Mc Lean Ave, Unit 1",,,,,
"$2,400","1213 W Erie St, Unit CH",,1.0,800 Sq Ft,,3
,"7427 N Clark St, Unit 3",,,,,
"$1,500","Chicago, IL",,1.0,900 Sq Ft,,2
,1501 West Fullerton Avenue,,,,,
"$1,500","Concord City Centre, 208 West Washington Street, Chicago, IL 60606, USA",,1.0,"1,100 Sq Ft",,1
,"445 W Wellington Ave, Unit 1E",,,,,
"$2,650","429 W Belden Ave, Unit cl#GDNS",,1.0,"1,000 Sq Ft",,2
,"606 East Woodland Park, Chicago, IL 60616, USA",,,,,
"$2,095",,,1.0,614 Sq Ft,,1
,,,,,,
"$1,890",,,1.0,"1,100 Sq Ft",,1
,,,,,,
"$1,995",,,1.0,1 Sq Ft,,2
,,,,,,
"$3,495",,,3.0,"1,039 Sq Ft",,2
,,,,,,
"$2,300",,,1.0,,,3
,,,,,,
"$2,760",,,1.0,,,1
,,,,,,
"$2,500",,,1.0,,,2
,,,,,,
"$2,800",,,2.0,,,2
,,,,,,
"$1,995",,,1.0,,,1
,,,,,,
"$1,895",,,1.0,,,1
,,,,,,
"$2,245",,,2.0,,,2
,,,,,,
"$2,350","656 W Wrightwood Ave, Chicago, IL 60614, USA",,1.0,600 Sq Ft,,1
,"445 W Barry Ave, Chicago, IL 60657, USA",,,,,
"$3,050","2219 N Clybourn Ave, Unit 502",,2.0,950 Sq Ft,,3
,"11146 S Vernon Ave, Unit 1",,,,,
"$3,600","490 North Kingsbury Street, Unit 1307",,2.0,"1,200 Sq Ft",,2
,"5860 N Kenmore Ave, Unit 302",,,,,
"$1,700","1553 N Wells St, Unit 501",,1.0,"1,500 Sq Ft",,3
,"4637 N Ashland Ave, Unit 00103I",,,,,
"$3,589","536 W Arlington Pl, Chicago, IL 60614, USA",,2.0,"1,350 Sq Ft",,2
,"Running Away Multisport, 2217-2219 North Clybourn Avenue, Chicago, IL 60614, USA",,,,,
"$1,550","1440 South Wabash Avenue, Chicago, IL 60605, USA",,1.0,520 Sq Ft,,1
,"3000 80th Avenue, River Grove, Leyden Township, IL 60171, USA",,,,,
"$4,150","3320 W Altgeld St, Unit 1F",,2.0,"1,115 Sq Ft",,2
,"124 W Polk St, Unit 00205",,,,,
"$4,995","3326 W North Ave, Unit 3",,2.5,"1,900 Sq Ft",,3
,"6621 N Northwest Hwy, Unit 1N",,,,,
"$2,750","1608 W Sherwin Ave, Unit 503",,1.0,700 Sq Ft,,2
,"2341 W Montana St, Unit 001RA",,,,,
"$3,295","710 S Wells St, Unit 1611",,2.0,"1,200 Sq Ft",,2
,"744 N Clark St, Unit 2305",,,,,
"$2,900","2522 N Milwaukee Ave, Unit 1 Bed",,2.0,"1,050 Sq Ft",,2
,"195 N Harbor Dr, Unit 3104",,,,,
"$2,750",,,2.0,"1,010 Sq Ft",,2
,,,,,,
"$2,150",,,1.0,"1,200 Sq Ft",,2
,,,,,,
"$2,150",,,1.0,"1,100 Sq Ft",,1
,,,,,,
"$3,200",,,2.0,"1,450 Sq Ft",,3
,,,,,,
"$1,800",,,2.0,"1,200 Sq Ft",,2
,,,,,,
"$1,300",,,1.0,475 Sq Ft,,Studio
,,,,,,
"$2,200",,,1.0,"2,000 Sq Ft",,3
,,,,,,
"$3,078",,,2.0,"1,000 Sq Ft",,2
,,,,,,
"$2,105",,,1.0,757 Sq Ft,,1
,,,,,,
"$2,760",,,1.0,"1,300 Sq Ft",,1
,,,,,,
"$3,100",,,2.0,,,2
,,,,,,
"$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",,1.0,"1,600 Sq Ft",,2
,"4451 North Tripp Avenue, Chicago, IL 60630, USA",,,,,
"$5,000","3918 N Kedvale Ave, Unit 02N",,3.0,"3,005 Sq Ft",,4
,"4034 N Ashland Ave, Unit CL#4034-W2",,,,,
"$1,850","724 W Roscoe St, Unit 726-SG",,1.0,600 Sq Ft,,2
,"1324 W 19th St, Unit 02R",,,,,
"$1,525","2906 N Mildred Ave, Chicago, IL 60657, USA",,1.0,"1,185 Sq Ft",,1
,"4515 North Christiana Avenue, Chicago, IL 60625, USA",,,,,
"$2,295","3734-3738 West Lawrence Avenue, Chicago, IL 60625, USA",,1.0,"1,000 Sq Ft",,1
,"745 N Noble St, Unit 2R",,,,,
"$1,500","2047 N Hoyne Ave, Unit 1S",,1.0,940 Sq Ft,,1
,"1425 N Dearborn St, Unit 00C1",,,,,
"$1,925","1160 W Grand Ave, Unit 2R",,1.0,800 Sq Ft,,1
,"3421 W Mc Lean Ave, Unit 1",,,,,
"$2,400","1213 W Erie St, Unit CH",,1.0,800 Sq Ft,,3
,"7427 N Clark St, Unit 3",,,,,
"$1,500","Chicago, IL",,1.0,900 Sq Ft,,2
,1501 West Fullerton Avenue,,,,,
"$1,500","Concord City Centre, 208 West Washington Street, Chicago, IL 60606, USA",,1.0,"1,100 Sq Ft",,1
,"445 W Wellington Ave, Unit 1E",,,,,
"$2,650","429 W Belden Ave, Unit cl#GDNS",,1.0,"1,000 Sq Ft",,2
,"606 East Woodland Park, Chicago, IL 60616, USA",,,,,
"$2,095",,,1.0,614 Sq Ft,,1
,,,,,,
"$1,890",,,1.0,"1,100 Sq Ft",,1
,,,,,,
"$1,995",,,1.0,1 Sq Ft,,2
,,,,,,
"$3,495",,,3.0,"1,039 Sq Ft",,2
,,,,,,
"$2,300",,,1.0,,,3
,,,,,,
"$2,760",,,1.0,,,1
,,,,,,
"$2,500",,,1.0,,,2
,,,,,,
"$2,800",,,2.0,,,2
,,,,,,
"$1,995",,,1.0,,,1
,,,,,,
"$1,895",,,1.0,,,1
,,,,,,
"$2,245",,,2.0,,,2
,,,,,,
"$9,750",1613 E Spring Valley Rd,,2.5,"1,985 Sq Ft",,5.0
,1248 Wildflower Ln,,,,,
"$9,750",5825 Hillcroft St,,4.0,"4,157 Sq Ft",,6.0
,7619 Linwood Avenue,,,,,
"$7,750","3101 McKinney Avenue, Dallas, TX 75205, USA",,3.0,"2,370 Sq Ft",,4.0
,2922 Clover Valley Drive,,,,,
"$2,300","6243 Gray Wolf Trail, Dallas, TX 75252, USA",,1.0,974 Sq Ft,,3.0
,"4330 North Central Expressway, Dallas, TX 75221, USA",,,,,
"$5,900","1351 Falcon Trail, Cedar Hill, TX 75104, USA",,2.0,"1,774 Sq Ft",,1.0
,"Raiford Road, Carrollton, TX 75007, USA",,,,,
"$6,950",102 Monarch Wy,,2.0,"1,934 Sq Ft",,4.0
,"Dallas, TX",,,,,
"$3,250","9102 Lochgreen Lane, Rowlett, TX 75089, USA",,3.5,"2,245 Sq Ft",,4.0
,"1437 Chesterton Drive, Richardson, TX 75080, USA",,,,,
"$5,400","9916 Fieldcrest Drive, Dallas, TX 75238, USA",,2.0,"2,678 Sq Ft",,3.0
,"7445 Delta Drive, Rowlett, TX 75088, USA",,,,,
"$3,145","Dallas, TX",,2.5,"3,020 Sq Ft",,5.0
,"4032 Bowser Avenue, Dallas, TX 75219, USA",,,,,
"$2,350","2210 Canton Street, Dallas, TX 75201, USA",,2.0,"1,151 Sq Ft",,2.0
,"9533 Rocky Branch Drive, Dallas, TX 75243, USA",,,,,
"$2,900","Percheron Drive, Mesquite, TX 75150, USA",,3.0,"2,152 Sq Ft",,4.0
,"Vitruvian Way, Addison, TX 75234, USA",,,,,
"$14,040",,,3.0,"2,500 Sq Ft",,4.0
,,,,,,
"$3,500",,,3.5,"2,857 Sq Ft",,4.0
,,,,,,
"$3,995",,,3.0,"2,694 Sq Ft",,4.0
,,,,,,
"$3,500",,,3.0,"2,314 Sq Ft",,4.0
,,,,,,
"$2,265",,,2.0,"1,373 Sq Ft",,3.0
,,,,,,
"$9,420",,,3.0,"2,100 Sq Ft",,3.0
,,,,,,
"$4,295",,,3.5,"2,781 Sq Ft",,3.0
,,,,,,
"$4,500",,,1.5,"2,320 Sq Ft",,1.0
,,,,,,
"$6,990",,,3.5,"3,499 Sq Ft",,4.0
,,,,,,
"$2,550",,,2.5,"1,752 Sq Ft",,3.0
,,,,,,
"$1,790",,,2.0,"1,249 Sq Ft",,2.0
,,,,,,
"$4,950","Preston Hollow Village, Waxing The CIty, 7825 Firefall Way, Dallas, TX 75230, USA",,2.5,"1,994 Sq Ft",,2.0
,"3811 Vilbig Road, Dallas, TX 75212, USA",,,,,
"$6,000","4215 Delano Place, Dallas, TX 75204, USA",,2.5,"2,000 Sq Ft",,3.0
,"4220 Cole Avenue, Dallas, TX 75221, USA",,,,,
"$4,500","3534 Fairmount Street, Dallas, TX 75219, USA",,2.5,"2,481 Sq Ft",,3.0
,"3918 Hawick Lane, Dallas, TX 75220, USA",,,,,
"$3,250","Dallas, TX",,2.5,"1,806 Sq Ft",,2.0
,"7023 Deloache Avenue, Dallas, TX 75225, USA",,,,,
"$5,900","3055 Creek Valley Drive, Garland, TX 75040, USA",,3.5,"3,763 Sq Ft",,3.0
,"1096 East Seminole Trail, Carrollton, TX 75007, USA",,,,,
"$2,100","5524 Junius Street, Dallas, TX 75358, USA",,1.0,957 Sq Ft,,2.0
,"Rowlett, TX",,,,,
"$2,730","Carrollton, TX",,1.0,928 Sq Ft,,1.0
,"606 Clermont Avenue, Dallas, TX 75223, USA",,,,,
"$9,450","6122 Northaven Road, Dallas, TX 75230, USA",,4.0,"4,857 Sq Ft",,5.0
,"6012 Vickery Boulevard, Dallas, TX 75206, USA",,,,,
"$2,800","5730 Martel Avenue, Dallas, TX 75206, USA",,2.5,"2,658 Sq Ft",,4.0
,"Vitruvian Way, Addison, TX 75234, USA",,,,,
"$3,900",2116 Marsh Lane,,3.0,"3,106 Sq Ft",,5.0
,"5616 Spring Valley Road, Dallas, TX 75240, USA",,,,,
"$1,499",1323 Saint Joseph Street,,1.0,607 Sq Ft,,1.0
,"2203 North Carroll Avenue, Dallas, TX 75204, USA",,,,,
"$19,800",,,5.0,"5,898 Sq Ft",,6.0
,,,,,,
"$13,830",,,4.0,"2,300 Sq Ft",,4.0
,,,,,,
"$4,000",,,2.5,"1,840 Sq Ft",,2.0
,,,,,,
"$5,000",,,3.0,"2,935 Sq Ft",,3.0
,,,,,,
"$2,000",,,1.0,"1,400 Sq Ft",,2.0
,,,,,,
"$1,495",,,1.5,"1,050 Sq Ft",,2.0
,,,,,,
"$1,575",,,1.0,935 Sq Ft,,1.0
,,,,,,
"$1,295",,,1.0,652 Sq Ft,,1.0
,,,,,,
"$1,200",,,1.0,676 Sq Ft,,1.0
,,,,,,
"$1,325",,,1.0,794 Sq Ft,,1.0
,,,,,,
"$3,261",,,2.5,"1,487 Sq Ft",,2.0
,,,,,,
"$9,750",1613 E Spring Valley Rd,,2.5,"1,985 Sq Ft",,5.0
,1248 Wildflower Ln,,,,,
"$9,750",5825 Hillcroft St,,4.0,"4,157 Sq Ft",,6.0
,7619 Linwood Avenue,,,,,
"$7,750","3101 McKinney Avenue, Dallas, TX 75205, USA",,3.0,"2,370 Sq Ft",,4.0
,2922 Clover Valley Drive,,,,,
"$2,300","6243 Gray Wolf Trail, Dallas, TX 75252, USA",,1.0,974 Sq Ft,,3.0
,"4330 North Central Expressway, Dallas, TX 75221, USA",,,,,
"$5,900","1351 Falcon Trail, Cedar Hill, TX 75104, USA",,2.0,"1,774 Sq Ft",,1.0
,"Raiford Road, Carrollton, TX 75007, USA",,,,,
"$6,950",102 Monarch Wy,,2.0,"1,934 Sq Ft",,4.0
,"Dallas, TX",,,,,
"$3,250","9102 Lochgreen Lane, Rowlett, TX 75089, USA",,3.5,"2,245 Sq Ft",,4.0
,"1437 Chesterton Drive, Richardson, TX 75080, USA",,,,,
"$5,400","9916 Fieldcrest Drive, Dallas, TX 75238, USA",,2.0,"2,678 Sq Ft",,3.0
,"7445 Delta Drive, Rowlett, TX 75088, USA",,,,,
"$3,145","Dallas, TX",,2.5,"3,020 Sq Ft",,5.0
,"4032 Bowser Avenue, Dallas, TX 75219, USA",,,,,
"$2,350","2210 Canton Street, Dallas, TX 75201, USA",,2.0,"1,151 Sq Ft",,2.0
,"9533 Rocky Branch Drive, Dallas, TX 75243, USA",,,,,
"$2,900","Percheron Drive, Mesquite, TX 75150, USA",,3.0,"2,152 Sq Ft",,4.0
,"Vitruvian Way, Addison, TX 75234, USA",,,,,
"$14,040",,,3.0,"2,500 Sq Ft",,4.0
,,,,,,
"$3,500",,,3.5,"2,857 Sq Ft",,4.0
,,,,,,
"$3,995",,,3.0,"2,694 Sq Ft",,4.0
,,,,,,
"$3,500",,,3.0,"2,314 Sq Ft",,4.0
,,,,,,
"$2,265",,,2.0,"1,373 Sq Ft",,3.0
,,,,,,
"$9,420",,,3.0,"2,100 Sq Ft",,3.0
,,,,,,
"$4,295",,,3.5,"2,781 Sq Ft",,3.0
,,,,,,
"$4,500",,,1.5,"2,320 Sq Ft",,1.0
,,,,,,
"$6,990",,,3.5,"3,499 Sq Ft",,4.0
,,,,,,
"$2,550",,,2.5,"1,752 Sq Ft",,3.0
,,,,,,
"$1,790",,,2.0,"1,249 Sq Ft",,2.0
,,,,,,
"$4,950","Preston Hollow Village, Waxing The CIty, 7825 Firefall Way, Dallas, TX 75230, USA",,2.5,"1,994 Sq Ft",,2.0
,"3811 Vilbig Road, Dallas, TX 75212, USA",,,,,
"$6,000","4215 Delano Place, Dallas, TX 75204, USA",,2.5,"2,000 Sq Ft",,3.0
,"4220 Cole Avenue, Dallas, TX 75221, USA",,,,,
"$4,500","3534 Fairmount Street, Dallas, TX 75219, USA",,2.5,"2,481 Sq Ft",,3.0
,"3918 Hawick Lane, Dallas, TX 75220, USA",,,,,
"$3,250","Dallas, TX",,2.5,"1,806 Sq Ft",,2.0
,"7023 Deloache Avenue, Dallas, TX 75225, USA",,,,,
"$5,900","3055 Creek Valley Drive, Garland, TX 75040, USA",,3.5,"3,763 Sq Ft",,3.0
,"1096 East Seminole Trail, Carrollton, TX 75007, USA",,,,,
"$2,100","5524 Junius Street, Dallas, TX 75358, USA",,1.0,957 Sq Ft,,2.0
,"Rowlett, TX",,,,,
"$2,730","Carrollton, TX",,1.0,928 Sq Ft,,1.0
,"606 Clermont Avenue, Dallas, TX 75223, USA",,,,,
"$9,450","6122 Northaven Road, Dallas, TX 75230, USA",,4.0,"4,857 Sq Ft",,5.0
,"6012 Vickery Boulevard, Dallas, TX 75206, USA",,,,,
"$2,800","5730 Martel Avenue, Dallas, TX 75206, USA",,2.5,"2,658 Sq Ft",,4.0
,"Vitruvian Way, Addison, TX 75234, USA",,,,,
"$3,900",2116 Marsh Lane,,3.0,"3,106 Sq Ft",,5.0
,"5616 Spring Valley Road, Dallas, TX 75240, USA",,,,,
"$1,499",1323 Saint Joseph Street,,1.0,607 Sq Ft,,1.0
,"2203 North Carroll Avenue, Dallas, TX 75204, USA",,,,,
"$19,800",,,5.0,"5,898 Sq Ft",,6.0
,,,,,,
"$13,830",,,4.0,"2,300 Sq Ft",,4.0
,,,,,,
"$4,000",,,2.5,"1,840 Sq Ft",,2.0
,,,,,,
"$5,000",,,3.0,"2,935 Sq Ft",,3.0
,,,,,,
"$2,000",,,1.0,"1,400 Sq Ft",,2.0
,,,,,,
"$1,495",,,1.5,"1,050 Sq Ft",,2.0
,,,,,,
"$1,575",,,1.0,935 Sq Ft,,1.0
,,,,,,
"$1,295",,,1.0,652 Sq Ft,,1.0
,,,,,,
"$1,200",,,1.0,676 Sq Ft,,1.0
,,,,,,
"$1,325",,,1.0,794 Sq Ft,,1.0
,,,,,,
"$3,261",,,2.5,"1,487 Sq Ft",,2.0
,,,,,,
"$9,750",1613 E Spring Valley Rd,,2.5,"1,985 Sq Ft",,5.0
,1248 Wildflower Ln,,,,,
"$9,750",5825 Hillcroft St,,4.0,"4,157 Sq Ft",,6.0
,7619 Linwood Avenue,,,,,
"$7,750","3101 McKinney Avenue, Dallas, TX 75205, USA",,3.0,"2,370 Sq Ft",,4.0
,2922 Clover Valley Drive,,,,,
"$2,300","6243 Gray Wolf Trail, Dallas, TX 75252, USA",,1.0,974 Sq Ft,,3.0
,"4330 North Central Expressway, Dallas, TX 75221, USA",,,,,
"$5,900","1351 Falcon Trail, Cedar Hill, TX 75104, USA",,2.0,"1,774 Sq Ft",,1.0
,"Raiford Road, Carrollton, TX 75007, USA",,,,,
"$6,950",102 Monarch Wy,,2.0,"1,934 Sq Ft",,4.0
,"Dallas, TX",,,,,
"$3,250","9102 Lochgreen Lane, Rowlett, TX 75089, USA",,3.5,"2,245 Sq Ft",,4.0
,"1437 Chesterton Drive, Richardson, TX 75080, USA",,,,,
"$5,400","9916 Fieldcrest Drive, Dallas, TX 75238, USA",,2.0,"2,678 Sq Ft",,3.0
