Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area,Rental Price,Address,No of Beds,No of Bathrooms,Area
€669,"1016 EP Amsterdam, Netherlands",4,1.0,92 Sq M,"$2,300","Austin, TX",3,2.0,"1,472 Sq Ft",,,,,,,"£2,167","22 Luton Road, Selly Oak, B29 7BN, United Kingdom",5,2.0,,"$6,567","Brisbane City, Queensland, Australia",Studio,1.0,,"$6,180",306 Pennsylvania Street,1.0,1.0,"1,364 Sq Ft",,,,,,,"$7,890","58 Trinity Place, Buffalo, NY 14201, USA",3,2.0,"2,700 Sq Ft","$2,900","2522 N Milwaukee Ave, Unit 1 Bed",2,2.0,"1,050 Sq Ft","$2,900","Percheron Drive, Mesquite, TX 75150, USA",4.0,3.0,"2,152 Sq Ft",,,,,,,"€3,450","Rohmerstraße 8, 60486 Frankfurt, Germany",Studio,1.0,35 Sq M,"£1,495","Dumbarton Road, Partickhill, Glasgow, G11 6NX, United Kingdom",2,2.0,,"$12,000","24 White Pine Road, Fresh Ponds, South Brunswick, NJ 08831, USA",4.0,3.5,"1,936 Sq Ft",,,,,,,"$8,437","Point Lonsdale VIC 3225, Australia",2,3.0,11 Sq Ft,"$4,500","Miami, FL",1,1.0,984 Sq Ft,€745,"Kapuzinerstraße 35, 80469 Munich, Germany",6,1.0,15 Sq M,"$2,545","Private access for Condo, No Trespassing, Winter Park, FL 32789, USA",2,2.0,"3,000 Sq Ft","$10,109","Gatineau, QC J9J 3T7, Canada",5,1.0,,"$8,528","East Perth WA 6004, Australia",3,2.0,,"$7,524","Bondi Beach NSW 2026, Australia",1,1.0,,"¥534,995","Taito, Japan",1,1.0,280 Sq Ft,"$7,174","University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",1,1.0,800 Sq Ft,"$4,321","Kitsilano, Vancouver, BC V6J 2E7, Canada",2.0,2.0,835 Sq Ft,"$3,500","Palm Valley Golf Course, Sun City Boulevard, Las Vegas, NV 89134, USA",3,3.0,"2,792 Sq Ft"
,"Leusdenhof 14, 1108 CP Amsterdam, Netherlands",,,,,"Austin, TX",,,,,,,,,,,"28 Oak Tree Lane, Selly Oak, B29 6HX, United Kingdom",,,,,George St,,,,,"Buffalo, NY",,,,,,,,,,,"147 West Hazeltine Avenue, Buffalo, NY 14217, USA",,,,,"195 N Harbor Dr, Unit 3104",,,,,"Vitruvian Way, Addison, TX 75234, USA",,,,,,,,,,,"Freiligrathstraße 54, 60385 Frankfurt, Germany",,,,,"Western Baths, Cranworth Street, North Kelvinside, Glasgow, G12 8BZ, United Kingdom",,,,,"Inverness Drive, Freehold Township, NJ 07728, USA",,,,,,,,,,,"CM's, Elizabeth Street, Melbourne VIC 3000, Australia",,,,,"300 S Biscayne Blvd, Unit L632",,,,,"Lohstraße 10, 81543 Munich, Germany",,,,,"Winter Park, FL",,,,,"Parliamentary Precinct, Gatineau, QC J8X 3T2, Canada",,,,,"Fremantle, City of Fremantle, Australia",,,,,"Bondi Beach NSW 2026, Australia",,,,,"Shinjuku, 169-0073, Japan",,,,,3 dewitt rd,,,,,"Granville Island, Vancouver, BC V6Z 2R1, Canada",,,,,"South Miller Lane, Spring Valley, NV 89147, USA",,,
"€7,329",,3,1.0,119 Sq M,"$1,190",,2,2.0,"1,040 Sq Ft",,,,,,,"£2,184",,4,2.0,,"$8,482",,2,1.0,,"$3,240",,3.0,1.0,"1,300 Sq Ft",,,,,,,"$11,790",,Studio,1.0,512 Sq Ft,"$2,750",,2,2.0,"1,010 Sq Ft","$14,040",,4.0,3.0,"2,500 Sq Ft",,,,,,,€710,,3,1.0,23 Sq M,"£1,650",,2,2.0,,"$7,800",,5.0,3.0,"2,235 Sq Ft",,,,,,,"$19,153",,3,1.0,,"$11,850",,4,3.0,"1,827 Sq Ft","€2,500",,Studio,1.0,30 Sq M,"$11,970",,5,5.0,"3,250 Sq Ft",$975,,1,1.0,,"$6,248",,4,3.0,,"$8,756",,2,4.0,,"¥835,114",,1,1.0,183 Sq Ft,"$7,908",,Studio,1.0,"1,300 Sq Ft","$3,628",,1.0,1.0,,"$2,000",,3,2.5,"1,923 Sq Ft"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€3,233",,1,1.0,22 Sq M,"$2,200",,3,2.0,"1,632 Sq Ft",,,,,,,"£3,066",,3,1.0,,"$77,342",,1,2.0,,"$1,200",,2.0,1.0,"1,217 Sq Ft",,,,,,,"$2,100",,3,2.0,315 Sq Ft,"$2,150",,2,1.0,"1,200 Sq Ft","$3,500",,4.0,3.5,"2,857 Sq Ft",,,,,,,"€2,861",,2,1.0,18 Sq M,£895,,1,2.0,,"$65,000",,4.0,2.0,"3,129 Sq Ft",,,,,,,"$9,668",,3,1.0,,"$3,400",,2,2.0,"1,030 Sq Ft","€2,450",,1,1.0,85 Sq M,"$8,790",,6,5.0,750 Sq Ft,"$6,237",,2,2.0,,"$7,251",,2,1.0,,"$55,362",,5,2.0,,"¥404,508",,Studio,1.0,355 Sq Ft,"$3,995",,1,1.0,"1,797 Sq Ft","$7,582",,2.0,2.0,,"$3,500",,3,2.5,"2,087 Sq Ft"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€9,001",,2,1.0,"1,184 Sq Ft","$1,995",,3,2.0,"1,250 Sq Ft",,,,,,,"£3,276",,6,6.0,,"$14,091",,1,2.0,,"$2,200",,2.0,1.0,805 Sq Ft,,,,,,,"$7,650",,3,3.0,"1,222 Sq Ft","$2,150",,1,1.0,"1,100 Sq Ft","$3,995",,4.0,3.0,"2,694 Sq Ft",,,,,,,€899,,1,1.0,80 Sq M,"£3,432",,2,1.0,,"$3,600",,5.0,4.0,"2,150 Sq Ft",,,,,,,"$7,205",,3,1.0,,"$5,850",,3,3.0,"1,698 Sq Ft",€995,,1,1.0,25 Sq M,"$1,550",,1,1.0,"1,630 Sq Ft","$3,329",,3,3.0,,"$5,472",,2,1.0,,"$7,889",,2,6.0,,"¥265,323",,1,1.0,624 Sq Ft,"$1,997",,1,1.0,89 Sq M,"$3,872",,1.0,1.0,,"$1,175",,Studio,1.0,900 Sq Ft
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€623,,3,1.0,8 Sq M,"$1,780",,2,1.0,390 Sq Ft,,,,,,,£996,,2,1.0,,"$7,935",,2,1.0,,"$1,100",,2.0,1.0,"1,764 Sq Ft",,,,,,,"$10,500",,4,2.0,,"$3,200",,3,2.0,"1,450 Sq Ft","$3,500",,4.0,3.0,"2,314 Sq Ft",,,,,,,€740,,4,1.0,32 Sq M,"£1,300",,2,2.0,,"$3,500",,4.0,1.5,"1,930 Sq Ft",,,,,,,"$5,336",,1,1.0,,"$2,600",,1,1.0,775 Sq Ft,"€4,347",,3,2.0,"1,184 Sq Ft","$3,900",,3,2.0,"1,614 Sq Ft","$6,767",,4,1.0,,"$1,000",,2,1.0,,"$28,547",,5,1.0,,"¥1,06M",,1,1.0,140 Sq Ft,"$7,541",,1,1.0,"1,200 Sq Ft","$4,321",,2.0,2.0,,$850,,2,1.0,"3,634 Sq Ft"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€768,,3,1.0,"1,507 Sq Ft",$975,,Studio,1.0,499 Sq Ft,,,,,,,"£3,692",,6,6.0,,"$10,625",,3,3.0,,"$1,200",,2.0,1.0,"1,200 Sq Ft",,,,,,,"$8,880",,2,1.0,,"$1,800",,2,2.0,"1,200 Sq Ft","$2,265",,3.0,2.0,"1,373 Sq Ft",,,,,,,€740,,3,1.0,15 Sq M,"£1,950",,4,3.0,,"$10,000",,3.0,2.5,"1,645 Sq Ft",,,,,,,"$13,316",,2,1.0,,"$1,900",,1,1.0,636 Sq Ft,€995,,3,1.0,12 Sq M,"$4,125",,Studio,3.0,"1,374 Sq Ft","$2,310",,1,1.0,,"$4,332",,1,1.0,,"$3,238",,1,2.0,,"¥4,14M",,3,1.0,323 Sq Ft,"$6,644",,1,1.0,,"$6,604",,2.0,2.0,,"$2,250",,3,2.0,"1,667 Sq Ft"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€579,,5,1.0,81 Sq M,$875,,1,1.0,"1,302 Sq Ft",,,,,,,"£1,992",,4,2.0,,"$9,577",,2,1.0,,"$5,250",,1.0,1.0,,,,,,,,"$2,100",,1,3.0,,"$1,300",,Studio,1.0,475 Sq Ft,"$9,420",,3.0,3.0,"2,100 Sq Ft",,,,,,,€799,,1,1.0,18 Sq M,"£1,000",,2,1.0,,"$4,000",,3.0,2.0,"2,224 Sq Ft",,,,,,,"$5,290",,1,1.0,,"$3,800",,1,2.0,679 Sq Ft,€975,,4,1.0,64 Sq M,"$20,100",,4,2.5,"2,291 Sq Ft","$4,688",,1,1.0,,"$4,013",,1,2.0,,"$6,293",,3,3.0,,"¥274,022",,1,1.0,538 Sq Ft,"$1,440",,2,3.0,,"$7,174",,1.0,1.0,,"$1,925",,1,1.0,778 Sq Ft
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€1,995",,Studio,1.0,,"$3,200",,2,1.5,"1,079 Sq Ft",,,,,,,"£3,003",,7,2.0,,"$22,391",,3,1.0,,"$1,599",,1.0,1.0,,,,,,,,"$3,750",,4,1.0,,"$2,200",,3,1.0,"2,000 Sq Ft","$4,295",,3.0,3.5,"2,781 Sq Ft",,,,,,,"€2,500",,1,1.0,,£995,,2,1.0,,"$3,195",,3.0,3.5,"1,317 Sq Ft",,,,,,,"$7,251",,2,2.0,,"$3,699",,4,2.0,"1,478 Sq Ft","€3,245",,1,1.0,269 Sq Ft,"$2,495",,3,2.5,"1,379 Sq Ft","$1,264",,2,2.0,,"$8,893",,4,2.0,,"$19,700",,2,2.0,,"¥556,742",,Studio,,753 Sq Ft,"$5,625",,3,2.0,,"$30,246",,2.0,2.0,,"$3,900",,4,3.0,"1,930 Sq Ft"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€4,320",,3,3.0,,"$3,995",,1,1.0,547 Sq Ft,,,,,,,"£2,500",,5,2.0,,"$5,609",,1,,,"$1,400",,2.0,1.0,,,,,,,,"$2,910",,1,1.0,,"$3,078",,2,2.0,"1,000 Sq Ft","$4,500",,1.0,1.5,"2,320 Sq Ft",,,,,,,"€1,566",,Studio,1.0,,"£1,225",,1,1.0,,"$4,200",,7.0,2.0,"2,286 Sq Ft",,,,,,,"$7,160",,Studio,1.0,,"$4,290",,1,1.0,"1,646 Sq Ft","€2,508",,1,1.0,19 Sq M,"$2,600",,3,2.5,219 Sq Ft,"$2,853",,4,1.0,,"$11,537",,3,1.0,,"$6,156",,2,2.0,,"¥504,548",,1,,,"$1,300",,3,3.0,,"$8,927",,2.0,2.0,,"$1,500",,2,2.0,"1,005 Sq Ft"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€920,,4,1.0,,"$2,820",,1,1.0,592 Sq Ft,,,,,,,"£2,933",,5,3.0,,"$7,251",,1,,,"$1,500",,1.0,1.0,,,,,,,,"$2,700",,1,1.0,,"$2,105",,1,1.0,757 Sq Ft,"$6,990",,4.0,3.5,"3,499 Sq Ft",,,,,,,€700,,6,,,£725,,1,1.0,,"$3,900",,3.0,2.0,,,,,,,,"$2,964",,1,,,"$8,500",,3,4.0,855 Sq Ft,€895,,5,1.0,17 Sq M,"$2,500",,3,2.5,,$780,,3,1.0,,"$2,964",,2,1.0,,"$6,248",,1,4.0,,"¥1,77M",,2,,,"$3,628",,3,2.0,,"$3,709",,1.0,1.0,,"$2,200",,3,2.0,"1,691 Sq Ft"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"€15,104",,2,,,"$1,920",,1,1.0,"2,500 Sq Ft",,,,,,,"£1,625",,5,1.0,,"$7,844",,Studio,,,"$2,950",,4.0,2.0,,,,,,,,$800,,Studio,2.0,,"$2,760",,1,1.0,"1,300 Sq Ft","$2,550",,3.0,2.5,"1,752 Sq Ft",,,,,,,€690,,4,,,£795,,1,1.0,,"$4,500",,4.0,2.5,,,,,,,,"$12,814",,3,,,"$6,150",,1,1.0,"1,034 Sq Ft","€1,095",,3,1.0,,"$1,900",,3,1.0,,"$7,296",,Studio,,,"$10,945",,2,,,"$94,580",,3,3.0,,"¥1,17M",,5,,,"$4,350",,2,2.0,,"$5,258",,2.0,1.0,,"$1,950",,2,2.0,"1,119 Sq Ft"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€669,,3,,,"$58,950",,7,5.0,,,,,,,,£850,,1,1.0,,"$6,704",,Studio,,,"$3,690",,2.0,1.0,,,,,,,,"$2,495",,3,,,"$3,100",,2,2.0,,"$1,790",,2.0,2.0,"1,249 Sq Ft",,,,,,,€740,,4,,,"£1,795",,3,1.0,,"$3,200",,3.0,2.5,,,,,,,,"$4,415",,2,,,"$3,200",,1,1.0,,€980,,1,1.0,,"$4,260",,1,,,"$4,239",,1,,,"$71,368",,Studio,,,"$25,948",,5,,,"¥361,013",,Studio,,,"$3,662",,3,,,"$14,267",,2.0,2.0,,"$5,400",,4,4.5,"4,879 Sq Ft"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
€775,"Sierplein 71, 1065 LN Amsterdam, Netherlands",4,1.0,99 Sq M,"$13,830","Austin, TX",4,2.0,"2,056 Sq Ft",,,,,,,"£4,715","7 Katie Road, Selly Oak, B29 6JQ, United Kingdom",8,8.0,,,,,,,"$1,600","302 Plymouth Avenue, Buffalo, NY 14213, USA",3.0,1.0,"1,100 Sq Ft",,,,,,,"$1,200","1168 Tonawanda Street, Buffalo, NY 14207, USA",2,1.0,"1,217 Sq Ft","$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",2,1.0,"1,600 Sq Ft","$4,950","Preston Hollow Village, Waxing The CIty, 7825 Firefall Way, Dallas, TX 75230, USA",2.0,2.5,"1,994 Sq Ft",,,,,,,"€1,729","Borsigallee, 60388 Frankfurt, Germany",1,1.0,21 Sq M,"£1,095","Anderston Quay, Glasgow, G3 8BG, United Kingdom",Studio,1.0,950 Sq Ft,"$2,275","Strathmore Gardens, Aberdeen Township, NJ 07747, USA",2.0,1.0,891 Sq Ft,,,,,,,"$13,362","Melbourne, Victoria, Australia",3,1.0,"3,229 Sq Ft","$20,160","Miami, FL",3,2.0,"1,150 Sq Ft","€1,290","Lohstraße 11, 81543 Munich, Germany",1,1.0,33 Sq M,"$2,600","2652 Church Street, Orlando, FL 32803, USA",3,2.5,"1,711 Sq Ft","$3,016","Hammond, ON K0A 2A0, Canada",1,1.0,750 Sq Ft,"$2,964","Maylands WA 6051, Australia",1,1.0,484 Sq Ft,"$21,981","Darlinghurst NSW 2010, Australia",2,2.0,475 Sq Ft,"¥146,575",MQ87+X3 Tokyo,Studio,1.0,18 Sq M,"$10,598","Toronto, ON M5V 1C1, Canada",2,1.0,750 Sq Ft,"$4,321","Kensington-Cedar Cottage, Vancouver, BC V5N 4J2, Canada",3.0,1.0,450 Sq Ft,"$1,945","1625 Walingwood Drive, North Las Vegas, NV 89031, USA",3,2.5,"1,484 Sq Ft"
,"Voorburgstraat 252B, 1062 JB Amsterdam, Netherlands",,,,,"unnamed road, Travis County, TX 78714, USA",,,,,,,,,,,"163 Sandy Hill Road, Shirley, B90 2EX, United Kingdom",,,,,,,,,,"800 West Ferry Street, Buffalo, NY 14222, USA",,,,,,,,,,,"68 Sunset Street, Buffalo, NY 14207, USA",,,,,"4451 North Tripp Avenue, Chicago, IL 60630, USA",,,,,"3811 Vilbig Road, Dallas, TX 75212, USA",,,,,,,,,,,"Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",,,,,"Bibi's Cantina, 599-601 Dumbarton Road, Glasgow, G11 6HY, United Kingdom",,,,,"74 Poplar Avenue, Deal, Monmouth County, NJ 07723, USA",,,,,,,,,,,"Sorrento VIC 3943, Australia",,,,,"383 East 4th Street, Sun-Tan Village, Hialeah, FL 33010, USA",,,,,"Romanstraße 28, 80639 Munich, Germany",,,,,"Orlando, FL",,,,,85 Albert Street,,,,,"Joondanna, City Of Stirling, Western Australia, Australia",,,,,"Sydney, New South Wales, Australia",,,,,"Chiyoda, Japan",,,,,"Toronto, Scarborough, CA",,,,,"Chinatown, Vancouver, BC V6A 0C8, Canada",,,,,"3640 East Judson Avenue, North Las Vegas, NV 89030, USA",,,
€815,"Gerrit Rietveldsingel, 1112 ZB Diemen, Netherlands",4,1.0,91 Sq M,"$2,075","7400 Longford Trail, Austin, TX 78754, USA",Studio,2.0,"2,014 Sq Ft",,,,,,,"£1,400","24 Featherstone Crescent, Blossomfield, B90 3RJ, United Kingdom",3,1.0,,,,,,,"$1,350","104 Richmond Avenue, Buffalo, NY 14222, USA",1.0,1.5,745 Sq Ft,,,,,,,"$1,300",45 South Street,2,1.0,"1,760 Sq Ft","$5,000","3918 N Kedvale Ave, Unit 02N",4,3.0,"3,005 Sq Ft","$6,000","4215 Delano Place, Dallas, TX 75204, USA",3.0,2.5,"2,000 Sq Ft",,,,,,,€745,"Kriegkstraße 33, 60326 Frankfurt, Germany",2,1.0,11 Sq M,£895,"22 Kennedy Path, Glasgow, G4 0PP, United Kingdom",1,1.0,,"$56,000","Point Pleasant Beach, Hawthorne Avenue, Point Pleasant Beach, NJ 08742, USA",4.0,3.0,"1,874 Sq Ft",,,,,,,"$8,893","Port Melbourne VIC 3207, Australia",1,1.0,"2,476 Sq Ft","$3,300","91 Northwest 51st Street, Miami, FL 33127, USA",3,2.0,"1,080 Sq Ft",€820,"Lohstraße 11, 81543 Munich, Germany",4,1.0,17 Sq M,"$5,550","5777 Los Palma Vista Drive, Hunter's Creek, Orange County, FL 32837, USA",3,2.0,"2,165 Sq Ft","$4,280","River Landing Avenue, Ottawa, ON K2J 6E2, Canada",Studio,4.0,"1,712 Sq Ft","$4,423","Subiaco WA 6008, Australia",2,1.0,377 Sq Ft,"$4,743","Paddington NSW 2021, Australia",1,1.0,"1,302 Sq Ft","¥1,67M","Matsudo, Chiba Prefecture, Japan",1,1.0,366 Sq Ft,$900,"Spadina, Toronto, ON M5V 3T5, Canada",1,1.0,"2,500 Sq Ft","$7,419","South Cambie, Vancouver, BC V5V 1T6, Canada",2.0,2.0,"1,250 Sq Ft","$2,025","11799 Golden Moments Avenue, Las Vegas, NV 89138, USA",4,3.0,"3,225 Sq Ft"
,"Bestevâerstraat 242-2, 1055 TT Amsterdam, Netherlands",,,,,"4801 Springdale Road, Unit 1110",,,,,,,,,,,"133 Warwards Lane, Stirchley, B29 7QX, United Kingdom",,,,,,,,,,"89 Lisbon Avenue, Buffalo, NY 14214, USA",,,,,,,,,,,"77 North Johnson Park, Buffalo, NY 14201, USA",,,,,"4034 N Ashland Ave, Unit CL#4034-W2",,,,,"4220 Cole Avenue, Dallas, TX 75221, USA",,,,,,,,,,,"Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",,,,,"9-15 Buccleuch Street, Glasgow, G3 6SJ, United Kingdom",,,,,"68 1st Avenue, Manasquan, Monmouth County, NJ 08736, USA",,,,,,,,,,,"Capel Sound VIC 3940, Australia",,,,,"Miami, FL",,,,,"Fallstraße 42, 81369 Munich, Germany",,,,,"10450 Henbury Street, Orange County, FL 32832, USA",,,,,"255 York Street, Ottawa, ON K1N 5T9, Canada",,,,,"Perth, City of Perth, Australia",,,,,"Enmore NSW 2042, Australia",,,,,"Shinjuku, 160-0022, Japan",,,,,"Downsview-Roding-CFB, Toronto, ON M3K 2B8, Canada",,,,,"Robson Street, Vancouver, BC V6E 4P5, Canada",,,,,"8312 Jo Marcy Drive, Las Vegas, NV 89131, USA",,,
€797,"Wethouder Serrurierstraat 8, 1107 CD Amsterdam, Netherlands",3,1.0,80 Sq M,"$2,295","4612 Bennett Avenue, Austin, TX 78751, USA",3,1.0,699 Sq Ft,,,,,,,"£1,500","21 Harrow Road, Selly Oak, B29 7DN, United Kingdom",4,2.0,,,,,,,"$3,900","Buffalo, NY",4.0,2.5,"2,640 Sq Ft",,,,,,,"$2,500","655 Lafayette Avenue, Buffalo, NY 14222, USA",3,1.0,"1,350 Sq Ft","$1,850","724 W Roscoe St, Unit 726-SG",2,1.0,600 Sq Ft,"$4,500","3534 Fairmount Street, Dallas, TX 75219, USA",3.0,2.5,"2,481 Sq Ft",,,,,,,"€2,033","61440 Oberursel, Germany",2,1.0,50 Sq M,£895,"Haggs Lane, Shawmoss, Glasgow, G41 4RL, United Kingdom",1,1.0,,"$25,950","144 Mercer Court, Oxford Valley, Falls Township, PA 19030, USA",3.0,2.0,"1,000 Sq Ft",,,,,,,"$8,117","Melbourne, Victoria, Australia",3,3.0,775 Sq Ft,"$6,500","Miami, FL",3,4.0,"1,832 Sq Ft","€1,350","Schinkelstraße 15, 80805 Munich, Germany",2,1.0,35 Sq M,"$2,900","Ootoya Sushi Lounge, 621 Central Boulevard, Orlando, FL 32801, USA",4,2.0,"2,504 Sq Ft","$3,373","341 Athlone Avenue, Ottawa, ON K1Z 5M3, Canada",3,1.0,500 Sq Ft,"$3,147","Quinns Rocks, City Of Wanneroo, Western Australia, Australia",Studio,1.0,646 Sq Ft,"$10,762","Cronulla NSW 2230, Australia",1,1.0,248 Sq Ft,"¥539,344","Shinjuku, 169-0073, Japan",1,1.0,452 Sq Ft,"$3,587","Toronto, Jane & Finch, CA",1,1.0,650 Sq Ft,"$2,650","Kensington-Cedar Cottage, Vancouver, BC V5N 3T7, Canada",1.0,1.0,284 Sq Ft,"$3,999","10137 Mayflower Bay Avenue, Las Vegas, NV 89166, USA",4,3.0,"2,787 Sq Ft"
,"Westerdoksdijk 581, 1013 BX Amsterdam, Netherlands",,,,,US,,,,,,,,,,,"Swarthmore Rd / Middle Park Rd, Swarthmore Road, Shenley Fields, B29 4NN, United Kingdom",,,,,,,,,,"351 Roesch Avenue, Buffalo, NY 14207, USA",,,,,,,,,,,"91 Grant Street, Buffalo, NY 14213, USA",,,,,"1324 W 19th St, Unit 02R",,,,,"3918 Hawick Lane, Dallas, TX 75220, USA",,,,,,,,,,,"Praedium, Europa-Allee 101-103, 60486 Frankfurt, Germany",,,,,"104 Minerva Street, Glasgow, G3 8BY, United Kingdom",,,,,"312 Worthington Avenue, Spring Lake, Monmouth County, NJ 07762, USA",,,,,,,,,,,"Blairgowrie, Melbourne, Victoria, Australia",,,,,"Miami, FL",,,,,"Kohlstraße 7, 80469 Munich, Germany",,,,,"Orlando, FL",,,,,"Marlborough, Kemptville, ON K0G 1J0, Canada",,,,,"Claremont WA 6010, Australia",,,,,"Bronte NSW 2024, Australia",,,,,Arakicho 1-15,,,,,"Bickford Park, Toronto, ON M6G 3L4, Canada",,,,,"Kitsilano, Vancouver, BC V6K 2S8, Canada",,,,,"Parc Haven, 250 City Parkway, Las Vegas, NV 89101, USA",,,
